年级单元,单词,音标,释义,例句
九年级全一册U10,exchange,/ɪksˈtʃeɪndʒ/,交换,We exchange gifts.
九年级全一册U10,behave,/bɪˈheɪv/,表现；举止,Behave yourself.
九年级全一册U10,except,/ɪkˈsept/,除……之外,Everyone except me went.
九年级全一册U10,elbow,/ˈelbəʊ/,肘；胳膊,Don't put elbows on the table.
九年级全一册U10,gradually,/ˈɡrædʒuəli/,逐步地；渐进地,The weather gradually warmed.
九年级全一册U10,suggestion,/səˈdʒestʃən/,建议,Give me some suggestions.
九年级全一册U11,friendship,/ˈfrendʃɪp/,友谊；友情,Friendship is valuable.
九年级全一册U11,king,/kɪŋ/,国王；君主,The king lives in a palace.
九年级全一册U11,power,/ˈpaʊə(r)/,权力；力量,Knowledge is power.
九年级全一册U11,minister,/ˈmɪnɪstə(r)/,大臣；部长,He is the prime minister.
九年级全一册U11,banker,/ˈbæŋkə(r)/,银行家,His father is a banker.
九年级全一册U11,fame,/feɪm/,名声；声誉,He won fame as an actor.
九年级全一册U11,palace,/ˈpæləs/,王宫；宫殿,The palace has 100 rooms.
九年级全一册U11,wealth,/welθ/,财富,Health is more important than wealth.
九年级全一册U11,lemon,/ˈlemən/,柠檬,Add some lemon juice.
九年级全一册U11,weight,/weɪt/,重量；分量,What's your weight?
九年级全一册U11,shoulder,/ˈʃəʊldə(r)/,肩膀,He carried the bag on his shoulder.
九年级全一册U11,goal,/ɡəʊl/,球门；目标,Set a goal for yourself.
九年级全一册U11,coach,/kəʊtʃ/,教练；私人教师,The coach trains the team.
九年级全一册U11,courage,/ˈkʌrɪdʒ/,勇气；意志,She showed great courage.
九年级全一册U11,rather,/ˈrɑːðə(r)/,宁愿；相当,I would rather stay home.
九年级全一册U11,pull,/pʊl/,拉；拖,Pull the door open.
九年级全一册U11,relief,/rɪˈliːf/,轻松；解脱,What a relief!
九年级全一册U11,nod,/nɒd/,点头,She nodded in agreement.
九年级全一册U11,fault,/fɔːlt/,过失；缺点,It's my fault.
九年级全一册U11,disappoint,/ˌdɪsəˈpɔɪnt/,使失望,Don't disappoint your parents.
九年级全一册U12,backpack,/ˈbækpæk/,背包；旅行包,He packed his backpack.
九年级全一册U12,oversleep,/ˌəʊvəˈsliːp/,睡过头,I overslept.
九年级全一册U12,block,/blɒk/,街区,Walk two blocks.
九年级全一册U12,stare,/steə(r)/,盯着看；凝视,Don't stare at people.
九年级全一册U12,disbelief,/ˌdɪsbɪˈliːf/,不信；怀疑,He stared at me in disbelief.
九年级全一册U12,above,/əˈbʌv/,在……上面,The plane flew above.
九年级全一册U12,burn,/bɜːn/,燃烧,The paper burnt quickly.
九年级全一册U12,alive,/əˈlaɪv/,活着；有生气的,He is still alive.
九年级全一册U12,airport,/ˈeəpɔːt/,机场,We went to the airport.
九年级全一册U12,cream,/kriːm/,奶油；乳脂,Add cream to coffee.
九年级全一册U12,bean,/biːn/,豆；豆荚,Green beans are healthy.
九年级全一册U12,market,/ˈmɑːkɪt/,市场；集市,We buy vegetables at the market.
九年级全一册U12,costume,/ˈkɒstjuːm/,服装；装束,He wore a Halloween costume.
九年级全一册U12,embarrassed,/ɪmˈbærəst/,窘迫的；害羞的,I felt embarrassed.
九年级全一册U12,announce,/əˈnaʊns/,宣布；宣告,The teacher announced the exam.
九年级全一册U12,spaghetti,/spəˈɡeti/,意大利面条,We had spaghetti.
九年级全一册U12,hoax,/həʊks/,骗局；恶作剧,The story was a hoax.
九年级全一册U12,discovery,/dɪˈskʌvəri/,发现；发觉,The discovery changed history.
九年级全一册U12,fool,/fuːl/,愚弄；傻瓜,April Fools' Day.
九年级全一册U12,cancel,/ˈkænsl/,取消；终止,The flight was cancelled.
九年级全一册U12,disappear,/ˌdɪsəˈpɪə(r)/,消失；不见,The cat disappeared.
九年级全一册U13,litter,/ˈlɪtə(r)/,乱扔；垃圾,Don't litter.
九年级全一册U13,bottom,/ˈbɒtəm/,底部；最下部,The ball sank to the bottom.
九年级全一册U13,fisherman,/ˈfɪʃəmən/,渔民；钓鱼的人,The fishermen went to sea.
九年级全一册U13,coal,/kəʊl/,煤；煤块,Coal is used for heating.
九年级全一册U13,ugly,/ˈʌɡli/,丑陋的；难看的,The building is ugly.
九年级全一册U13,advantage,/ədˈvɑːntɪdʒ/,优点；有利条件,Every coin has two sides.
九年级全一册U13,wooden,/ˈwʊdn/,木制的；木头的,The house has wooden floors.
九年级全一册U13,plastic,/ˈplæstɪk/,塑料的；塑料,Reduce plastic waste.
九年级全一册U13,shark,/ʃɑːk/,鲨鱼,Sharks are dangerous.
九年级全一册U13,cruel,/ˈkruːəl/,残酷的；残忍的,Don't be cruel to animals.
九年级全一册U13,harmful,/ˈhɑːmfl/,有害的,Smoking is harmful.
九年级全一册U13,chain,/tʃeɪn/,链子；链条,The dog is on a chain.
九年级全一册U13,ecosystem,/ˈiːkəʊsɪstəm/,生态系统,The forest ecosystem is fragile.
九年级全一册U13,industry,/ˈɪndəstri/,工业；行业,The car industry is growing.
九年级全一册U13,recycle,/ˌriːˈsaɪkl/,再循环；回收利用,Recycle paper.
九年级全一册U13,afford,/əˈfɔːd/,负担得起,I can't afford a new car.
九年级全一册U13,transportation,/ˌtrænspɔːˈteɪʃn/,交通运输,Public transportation is convenient.
九年级全一册U13,reusable,/ˌriːˈjuːzəbl/,可重复使用的,Use reusable bags.
九年级全一册U14,survey,/ˈsɜːveɪ/,调查,We did a survey.
九年级全一册U14,standard,/ˈstændəd/,标准；水平,The living standard is improving.
九年级全一册U14,keyboard,/ˈkiːbɔːd/,键盘式电子乐器；键盘,He plays the keyboard.
九年级全一册U14,method,/ˈmeθəd/,方法；措施,This method works.
九年级全一册U14,instruction,/ɪnˈstrʌkʃn/,指示；命令,Follow the instructions.
九年级全一册U14,double,/ˈdʌbl/,加倍；两倍的,Double the amount.
九年级全一册U14,overcome,/ˌəʊvəˈkʌm/,克服；战胜,You can overcome difficulties.
九年级全一册U14,graduate,/ˈɡrædʒueɪt/,毕业；获得学位,He graduated last year.
九年级全一册U14,graduation,/ˌɡrædʒuˈeɪʃn/,毕业,Graduation is in June.
九年级全一册U14,senior,/ˈsiːniə(r)/,级别（或地位）高的,He is in senior high.
九年级全一册U14,text,/tekst/,课文；文本,Read the text.
九年级全一册U14,level,/ˈlevl/,水平,She studies at an advanced level.
九年级全一册U14,degree,/dɪˈɡriː/,（大学）学位；度数,She has a degree.
九年级全一册U14,manager,/ˈmænɪdʒə(r)/,经理；经营者,He is the store manager.
九年级全一册U14,trust,/trʌst/,信任；信赖,I trust you.
九年级全一册U14,gentleman,/ˈdʒentlmən/,先生；绅士,He is a gentleman.
九年级全一册U14,ceremony,/ˈserəməni/,典礼；仪式,The ceremony was grand.
九年级全一册U14,congratulate,/kənˈɡrætʃuleɪt/,祝贺,I congratulate you!
九年级全一册U14,congratulation,/kənˌɡrætʃuˈleɪʃn/,祝贺,Congratulations!
九年级全一册U14,thirsty,/ˈθɜːsti/,渴望的；口渴的,I am thirsty for knowledge.
九年级全一册U14,thankful,/ˈθæŋkfl/,感谢；感激,I am thankful for your help.
九年级全一册U14,task,/tɑːsk/,任务；工作,Finish the task.
九年级全一册U14,ahead,/əˈhed/,向前面；在前面,Go ahead.
九年级全一册U14,responsible,/rɪˈspɒnsəbl/,有责任心的,Be responsible.
九年级全一册U14,separate,/ˈseprət/,单独的；分离的；分开,Separate into groups.
九年级全一册U14,wing,/wɪŋ/,翅膀；翼,The bird spread its wings.
七年级下册U1,koala,/kəʊˈɑːlə/,考拉,Koalas are from Australia.
七年级下册U1,smart,/smɑːt/,聪明的,Dolphins are smart.
七年级下册U1,friendly,/ˈfrendli/,友好的,The dog is friendly.
七年级下册U1,shy,/ʃaɪ/,害羞的,The panda is shy.
七年级下册U1,beautiful,/ˈbjuːtɪfl/,美丽的,The butterfly is beautiful.
七年级下册U1,animal,/ˈænɪml/,动物,I love animals.
七年级下册U1,lion,/ˈlaɪən/,狮子,The lion is strong.
七年级下册U1,tiger,/ˈtaɪɡə(r)/,老虎,Tigers are orange and black.
七年级下册U1,panda,/ˈpændə/,熊猫,Pandas are cute.
七年级下册U1,elephant,/ˈelɪfənt/,大象,Elephants are huge.
七年级下册U1,symbol,/ˈsɪmbl/,象征,The panda is a symbol of China.
七年级下册U1,water,/ˈwɔːtə(r)/,水,Animals need clean water.
七年级下册U1,place,/pleɪs/,地点；位置,This is a safe place.
七年级下册U1,cut,/kʌt/,砍；切,Don't cut down trees.
七年级下册U2,read,/riːd/,读；阅读,Read books every day.
七年级下册U2,learn,/lɜːn/,学习,Learn the new words.
七年级下册U3,swim,/swɪm/,游泳,We swim in summer.
七年级下册U3,walk,/wɔːk/,走路；散步,Walk the dog.
七年级下册U3,clean,/kliːn/,打扫；干净的,Clean the room.
七年级下册U3,drink,/drɪŋk/,喝；饮料,Drink more water.
七年级下册U3,rest,/rest/,休息,Take a rest.
七年级下册U4,bread,/bred/,面包,I have bread for breakfast.
七年级下册U4,milk,/mɪlk/,牛奶,Drink milk every day.
七年级下册U4,water,/ˈwɔːtə(r)/,水,Drink enough water.
七年级下册U4,fish,/fɪʃ/,鱼；鱼肉,Fish is healthy.
七年级下册U4,hungry,/ˈhʌŋɡri/,饥饿的,I am hungry.
七年级下册U4,full,/fʊl/,饱的；满的,I am full.
七年级下册U5,shop,/ʃɒp/,商店；购物,Let's go shopping.
七年级下册U5,buy,/baɪ/,购买,I want to buy a gift.
七年级下册U5,pay,/peɪ/,支付,Pay at the counter.
七年级下册U5,expensive,/ɪkˈspensɪv/,昂贵的,The watch is expensive.
七年级下册U5,cheap,/tʃiːp/,便宜的,This hat is cheap.
七年级下册U5,size,/saɪz/,尺码；大小,What size do you need?
七年级下册U5,open,/ˈəʊpən/,开着的；打开,The store opens at 9 am.
七年级下册U5,close,/kləʊz/,关闭；关,The store closes at 9 pm.
七年级下册U5,money,/ˈmʌni/,钱,I don't have enough money.
七年级下册U6,spring,/sprɪŋ/,春天,Spring is warm.
七年级下册U6,summer,/ˈsʌmə(r)/,夏天,Summer is hot.
七年级下册U6,autumn,/ˈɔːtəm/,秋天,Autumn is cool.
七年级下册U6,winter,/ˈwɪntə(r)/,冬天,Winter is cold.
七年级下册U6,season,/ˈsiːzn/,季节,Which season do you like?
七年级下册U6,temperature,/ˈtemprətʃə(r)/,温度,The temperature is 30 degrees.
七年级下册U6,degree,/dɪˈɡriː/,度,It's 20 degrees today.
七年级下册U6,sun,/sʌn/,太阳,The sun is shining.
七年级下册U6,wind,/wɪnd/,风,The wind is blowing.
七年级下册U6,cloud,/klaʊd/,云,The clouds are white.
七年级下册U6,snow,/snəʊ/,雪,It snows in winter.
七年级下册U6,umbrella,/ʌmˈbrelə/,伞,Take an umbrella.
七年级下册U7,trip,/trɪp/,旅行,We had a school trip.
七年级下册U7,visit,/ˈvɪzɪt/,参观；拜访,We visited the museum.
七年级下册U7,enjoy,/ɪnˈdʒɔɪ/,享受,Enjoy your trip!
七年级下册U7,photo,/ˈfəʊtəʊ/,照片,Take a photo.
七年级下册U7,camera,/ˈkæmərə/,照相机,My camera is new.
七年级下册U7,exciting,/ɪkˈsaɪtɪŋ/,令人兴奋的,The trip was exciting.
七年级下册U7,relax,/rɪˈlæks/,放松,Let's relax at the beach.
七年级下册U8,time,/taɪm/,时间,Once upon a time.
七年级下册U8,king,/kɪŋ/,国王,The king was kind.
七年级下册U8,queen,/kwiːn/,女王；王后,The queen is beautiful.
七年级下册U8,stone,/stəʊn/,石头,The boy threw a stone.
七年级下册U8,river,/ˈrɪvə(r)/,河；江,They crossed the river.
七年级下册U8,giant,/ˈdʒaɪənt/,巨人,The giant was friendly.
七年级下册U8,dream,/driːm/,梦；梦想,Follow your dream.
八年级下册U1,activity,/ækˈtɪvəti/,活动,We have many club activities.
八年级下册U1,choice,/tʃɔɪs/,选择,It's your choice.
八年级下册U1,course,/kɔːs/,课程,I take an English course.
八年级下册U1,exam,/ɪɡˈzæm/,考试,The final exam is next week.
八年级下册U1,grade,/ɡreɪd/,成绩；年级,She got good grades.
八年级下册U1,interest,/ˈɪntrəst/,兴趣,He has many interests.
八年级下册U1,member,/ˈmembə(r)/,成员,She is a club member.
八年级下册U1,schedule,/ˈʃedjuːl/,日程；时间表,Check the schedule.
八年级下册U1,subject,/ˈsʌbdʒɪkt/,科目；学科,Which subject do you like?
七年级上册U1,hello,/həˈləʊ/,你好,Hello everyone!
七年级上册U1,please,/pliːz/,请,Please sit down.
七年级上册U1,how,/haʊ/,怎样；如何,How are you?
七年级上册U1,what,/wɒt/,什么,What's your name?
七年级上册U1,this,/ðɪs/,这；这个,This is my pen.
七年级上册U1,that,/ðæt/,那；那个,That is my book.
七年级上册U2,aunt,/ɑːnt/,姑母；姨母；阿姨,My aunt is kind.
七年级上册U2,uncle,/ˈʌŋkl/,叔父；舅父；叔叔,My uncle is tall.
七年级上册U2,cousin,/ˈkʌzn/,堂兄弟；表姐妹,My cousin is my age.
七年级上册U2,daughter,/ˈdɔːtə(r)/,女儿,Their daughter is 5.
七年级上册U2,photo,/ˈfəʊtəʊ/,照片,Take a photo.
七年级上册U2,dog,/dɒɡ/,狗,The dog is cute.
七年级上册U3,pen,/pen/,钢笔,I have a red pen.
七年级上册U3,bag,/bæɡ/,包；袋,This is my bag.
七年级上册U3,map,/mæp/,地图,Look at the map.
七年级上册U3,clock,/klɒk/,时钟,The clock is on the wall.
七年级上册U3,library,/ˈlaɪbrəri/,图书馆,I read in the library.
七年级上册U4,table,/ˈteɪbl/,桌子,The book is on the table.
七年级上册U4,radio,/ˈreɪdiəʊ/,收音机,Listen to the radio.
七年级上册U4,model,/ˈmɒdl/,模型；模特,The model plane is cool.
七年级上册U4,plane,/pleɪn/,飞机,The model plane is on the desk.
七年级上册U4,tidy,/ˈtaɪdi/,整洁的；井井有条的,My room is tidy.
七年级上册U4,but,/bʌt/,但是,It's small but tidy.
七年级上册U5,class,/klɑːs/,班级；课,We have English class.
七年级上册U5,game,/ɡeɪm/,游戏；比赛,The game is interesting.
七年级上册U5,team,/tiːm/,队；组,We are on the same team.
七年级上册U6,apple,/ˈæpl/,苹果,An apple a day keeps the doctor away.
七年级上册U6,pear,/peə(r)/,梨,I like pears.
七年级上册U6,orange,/ˈɒrɪndʒ/,橙子；橙色的,Oranges are juicy.
七年级上册U6,question,/ˈkwestʃən/,问题,Answer the question.
七年级上册U6,star,/stɑː(r)/,明星；星星,He is a basketball star.
七年级上册U6,well,/wel/,好地；健康地,Eat well and stay healthy.
七年级上册U7,nice,/naɪs/,好的；令人愉快的,It's a nice day.
七年级上册U7,woman,/ˈwʊmən/,女人；女士,The woman is tall.
七年级上册U7,man,/mæn/,男人,The man is strong.
七年级上册U7,pair,/peə(r)/,一对；一双,A pair of shoes.
七年级上册U7,take,/teɪk/,买下；拿走,I'll take it!
七年级上册U7,here,/hɪə(r)/,在这里,Here you are.
七年级上册U7,can,/kæn/,能；可以,Can I help you?
七年级上册U1,am,/æm/,是,I am a student.
七年级上册U1,yes,/jes/,是；是的,Yes I am.
七年级上册U1,no,/nəʊ/,不；不是,No it isn't.
七年级上册U1,not,/nɒt/,不；没有,It is not my book.
七年级上册U1,zero,/ˈzɪərəʊ/,零,My number has a zero.
七年级上册U1,one,/wʌn/,一,I have one book.
七年级上册U1,two,/tuː/,二,Two pens.
七年级上册U1,three,/θriː/,三,Three apples.
七年级上册U1,four,/fɔː(r)/,四,Four chairs.
七年级上册U1,five,/faɪv/,五,Five fingers.
七年级上册U1,six,/sɪks/,六,Six books.
七年级上册U1,seven,/ˈsevn/,七,Seven days.
七年级上册U1,eight,/eɪt/,八,Eight desks.
七年级上册U1,nine,/naɪn/,九,Nine pencils.
七年级上册U1,ten,/ten/,十,Ten students.
七年级上册U1,hi,/haɪ/,嗨；喂,Hi! How are you?
七年级上册U2,good,/ɡʊd/,好的,Good morning!
七年级上册U2,morning,/ˈmɔːnɪŋ/,早晨；上午,Good morning class!
七年级上册U2,afternoon,/ˌɑːftəˈnuːn/,下午,Good afternoon!
七年级上册U2,evening,/ˈiːvnɪŋ/,傍晚；晚上,Good evening!
七年级上册U2,nice,/naɪs/,令人愉快的,Nice to meet you!
七年级上册U2,meet,/miːt/,遇见,Nice to meet you!
七年级上册U2,too,/tuː/,也；太,Nice to meet you too!
七年级上册U3,your,/jɔː(r)/,你的；你们的,Is this your pen?
七年级上册U3,his,/hɪz/,他的,His book is new.
七年级上册U3,hers,/hɜːz/,她的,This pen is hers.
七年级上册U3,excuse,/ɪkˈskjuːz/,原谅；抱歉,Excuse me!
七年级上册U3,me,/miː/,我（宾格）,Excuse me.
七年级上册U3,thank,/θæŋk/,感谢,Thank you.
七年级上册U3,teacher,/ˈtiːtʃə(r)/,老师,She is a teacher.
七年级上册U3,about,/əˈbaʊt/,关于,What about this one?
七年级上册U4,they,/ðeɪ/,他（她；它）们,They are on the table.
七年级上册U4,your,/jɔː(r)/,你的；你们的,Your room is tidy.
七年级上册U4,hat,/hæt/,帽子,Where is my hat?
七年级上册U4,head,/hed/,头,The hat is on my head.
七年级上册U4,know,/nəʊ/,知道；了解,I know where it is.
七年级上册U5,let,/let/,让,Let's go!
七年级上册U5,us,/ʌs/,我们（宾格）,Let us play.
七年级上册U5,late,/leɪt/,迟到；晚的,Don't be late.
七年级上册U5,has,/hæz/,有（第三人称单数）,He has a ball.
七年级上册U5,get,/ɡet/,得到；到达,Get the ball.
七年级上册U5,only,/ˈəʊnli/,只；仅,I only have one.
七年级上册U5,like,/laɪk/,喜欢,I like sports.
七年级上册U6,like,/laɪk/,喜欢,Do you like bananas?
七年级上册U6,don't,/dəʊnt/,不（do not缩写）,I don't like hamburgers.
七年级上册U6,really,/ˈriːəli/,真正地,I really like ice-cream.
七年级上册U6,sure,/ʃɔː(r)/,当然；确实,Sure I do.
七年级上册U6,how,/haʊ/,怎么样,How about some fruit?
七年级上册U6,let's,/lets/,让我们,Let's have apples.
七年级上册U7,much,/mʌtʃ/,多；大量,How much is it?
七年级上册U7,how much,,多少钱,How much are these socks?
七年级上册U7,eight,/eɪt/,八,It's eight dollars.
七年级上册U7,nine,/naɪn/,九,Nine dollars.
七年级上册U7,ten,/ten/,十,Ten dollars.
七年级上册U7,eleven,/ɪˈlevn/,十一,Eleven dollars.
七年级上册U7,twelve,/twelv/,十二,Twelve dollars.
七年级上册U7,thirteen,/θɜːˈtiːn/,十三,Thirteen dollars.
七年级上册U7,fifteen,/fɪfˈtiːn/,十五,Fifteen dollars.
七年级上册U7,eighteen,/eɪˈtiːn/,十八,Eighteen dollars.
七年级上册U7,twenty,/ˈtwenti/,二十,Twenty dollars.
七年级上册U7,thirty,/ˈθɜːti/,三十,Thirty yuan.
七年级上册U7,clerk,/klɑːk/,职员,The clerk helps me.
七年级上册U7,Monday,/ˈmʌndeɪ/,星期一,Today is Monday.
七年级上册U7,Tuesday,/ˈtjuːzdeɪ/,星期二,We have art on Tuesday.
七年级上册U7,Wednesday,/ˈwenzdeɪ/,星期三,Wednesday is in the middle.
七年级上册U7,Thursday,/ˈθɜːzdeɪ/,星期四,I have music on Thursday.
七年级上册U7,Friday,/ˈfraɪdeɪ/,星期五,Friday is my favorite.
七年级上册U7,Saturday,/ˈsætədeɪ/,星期六,We play on Saturday.
七年级上册U7,Sunday,/ˈsʌndeɪ/,星期天,Sunday is a holiday.
七年级上册U7,birthday,/ˈbɜːθdeɪ/,生日,Happy birthday!
七年级上册U7,when,/wen/,什么时候,When is your birthday?
七年级上册U7,party,/ˈpɑːti/,聚会,Let's have a party!
八年级上册U1,wonderful,/ˈwʌndəfəl/,精彩的；绝妙的,The trip was wonderful!
八年级上册U1,anyone,/ˈeniwʌn/,任何人,Did anyone go with you?
八年级上册U1,something,/ˈsʌmθɪŋ/,某事；某物,I bought something special.
八年级上册U1,everyone,/ˈevriwʌn/,每人；人人,Everyone had a good time.
八年级上册U1,myself,/maɪˈself/,我自己,I enjoyed myself.
八年级上册U1,yourself,/jɔːˈself/,你自己,Help yourself!
八年级上册U1,hen,/hen/,母鸡,There were hens on the farm.
八年级上册U1,pig,/pɪɡ/,猪,The pig is pink.
八年级上册U1,bored,/bɔːd/,厌倦的；烦闷的,I was bored.
八年级上册U1,dislike,/dɪsˈlaɪk/,不喜欢,I dislike the food.
八年级上册U1,activity,/ækˈtɪvəti/,活动,We did many activities.
八年级上册U1,meeting,/ˈmiːtɪŋ/,会议,We had a class meeting.
八年级上册U1,organize,/ˈɔːɡənaɪz/,组织,Let's organize a trip.
八年级上册U2,once,/wʌns/,一次,Once a week.
八年级上册U2,twice,/twaɪs/,两次,Twice a month.
八年级上册U2,program,/ˈprəʊɡræm/,节目,TV program.
八年级上册U2,result,/rɪˈzʌlt/,结果,The result of the survey.
八年级上册U2,maybe,/ˈmeɪbi/,大概；也许,Maybe you're right.
八年级上册U2,point,/pɔɪnt/,点；得分,What's your point?
八年级上册U3,outgoing,/ˈaʊtɡəʊɪŋ/,外向的,She is outgoing.
八年级上册U3,better,/ˈbetə(r)/,更好的,He is better at English.
八年级上册U3,loudly,/ˈlaʊdli/,大声地,Speak loudly.
八年级上册U3,quietly,/ˈkwaɪətli/,安静地,She walks quietly.
八年级上册U3,competition,/ˌkɒmpəˈtɪʃn/,比赛；竞赛,He won the competition.
八年级上册U3,fantastic,/fænˈtæstɪk/,极好的,The show was fantastic.
八年级上册U3,though,/ðəʊ/,虽然；尽管,Though he is small he is strong.
八年级上册U3,win,/wɪn/,获胜；赢,Our team won.
八年级上册U3,care,/keə(r)/,关心；在意,She cares about her friends.
八年级上册U4,comfortable,/ˈkʌmftəbl/,舒适的,The sofa is comfortable.
八年级上册U4,screen,/skriːn/,屏幕,The screen is huge.
八年级上册U4,close,/kləʊz/,接近的；关闭,The store is close to my home.
八年级上册U4,cheap,/tʃiːp/,便宜的,This shirt is cheap.
八年级上册U4,choose,/tʃuːz/,选择,Which one do you choose?
八年级上册U4,popular,/ˈpɒpjələ(r)/,受欢迎的,This song is popular.
八年级上册U4,service,/ˈsɜːvɪs/,服务,The service is good.
八年级上册U4,quality,/ˈkwɒləti/,质量,The quality is excellent.
八年级上册U4,meal,/miːl/,一餐,We enjoy a good meal.
八年级上册U5,sitcom,/ˈsɪtkɒm/,情景喜剧,I like sitcoms.
八年级上册U5,news,/njuːz/,新闻,We watch the news.
八年级上册U5,mind,/maɪnd/,介意；智力,Do you mind opening the window?
八年级上册U5,stand,/stænd/,忍受；站立,I can't stand noisy music.
八年级上册U5,educational,/ˌedʒuˈkeɪʃənl/,有教育意义的,The show is educational.
八年级上册U5,action,/ˈækʃn/,动作,I like action movies.
八年级上册U5,culture,/ˈkʌltʃə(r)/,文化,Chinese culture is rich.
八年级上册U5,famous,/ˈfeɪməs/,著名的,He is a famous actor.
八年级上册U5,appear,/əˈpɪə(r)/,出现,He appears in the movie.
八年级上册U5,become,/bɪˈkʌm/,开始变得；变成,She becomes a teacher.
八年级上册U6,grow,/ɡrəʊ/,生长；成长,I want to grow up.
八年级上册U6,cook,/kʊk/,厨师；烹饪,He is a great cook.
八年级上册U6,doctor,/ˈdɒktə(r)/,医生,She wants to be a doctor.
八年级上册U6,engineer,/ˌendʒɪˈnɪə(r)/,工程师,My uncle is an engineer.
八年级上册U6,pilot,/ˈpaɪlət/,飞行员,The pilot flies the plane.
八年级上册U6,scientist,/ˈsaɪəntɪst/,科学家,Many scientists work here.
八年级上册U6,medicine,/ˈmedsn/,医学；药,She studies medicine.
八年级上册U6,send,/send/,发送；邮寄,Please send me a letter.
八年级上册U6,resolution,/ˌrezəˈluːʃn/,决心；决定,I make a New Year's resolution.
九年级全一册U1,create,/kriˈeɪt/,创造；创建,He created a new method.
九年级全一册U1,partner,/ˈpɑːtnə(r)/,搭档；同伴,Work with your partner.
九年级全一册U1,review,/rɪˈvjuː/,回顾；复习,Review the lesson.
九年级全一册U1,knowledge,/ˈnɒlɪdʒ/,知识；学问,Knowledge is power.
九年级全一册U2,folk,/fəʊk/,民间的,I like folk music.
九年级全一册U2,goddess,/ˈɡɒdes/,女神,The goddess Chang'e.
九年级全一册U2,whoever,/huːˈevə(r)/,无论谁；不管什么人,Whoever you are.
九年级全一册U2,steal,/stiːl/,偷；窃取,Someone stole my wallet.
九年级全一册U2,lay,/leɪ/,放置；下蛋,The hen laid an egg.
九年级全一册U2,lie,/laɪ/,躺；说谎,Don't lie to your parents.
九年级全一册U2,admire,/ədˈmaɪə(r)/,欣赏；仰慕,I admire your work.
九年级全一册U3,beside,/bɪˈsaɪd/,在……旁边,Sit beside me.
九年级全一册U3,normally,/ˈnɔːməli/,通常；正常情况下,Normally I get up at 6.
九年级全一册U3,nearby,/ˌnɪəˈbaɪ/,在附近,There is a store nearby.
九年级全一册U3,impolite,/ˌɪmpəˈlaɪt/,不礼貌的；粗鲁的,It's impolite to interrupt.
九年级全一册U4,European,/ˌjʊərəˈpiːən/,欧洲的,France is a European country.
九年级全一册U4,African,/ˈæfrɪkən/,非洲的,Africa is a large continent.
九年级全一册U4,deal,/diːl/,处理；应对,How do you deal with stress?
九年级全一册U5,material,/məˈtɪəriəl/,材料；原料,What material is this?
九年级全一册U5,process,/ˈprəʊses/,过程；加工,The product goes through a process.
九年级全一册U5,traffic,/ˈtræfɪk/,交通,Traffic is heavy.
九年级全一册U5,environmental,/ɪnˌvaɪrənˈmentl/,环境的,Environmental protection is important.
九年级全一册U6,accidental,/ˌæksɪˈdentl/,意外的；偶然的,The discovery was accidental.
九年级全一册U6,remain,/rɪˈmeɪn/,保持；剩余,The problem remains unsolved.
九年级全一册U6,trade,/treɪd/,贸易；交易,The Silk Road was important.
九年级全一册U7,teenager,/ˈtiːneɪdʒə(r)/,青少年,Teenagers should not drink.
九年级全一册U7,choice,/tʃɔɪs/,选择；抉择,It's your choice.
九年级全一册U8,picnic,/ˈpɪknɪk/,野餐,We had a picnic in the park.
九年级全一册U8,valuable,/ˈvæljuəbl/,有价值的；宝贵的,This is a valuable painting.
九年级全一册U8,pocket,/ˈpɒkɪt/,口袋,He put the key in his pocket.
九年级全一册U9,electronic,/ɪˌlekˈtrɒnɪk/,电子的,Electronic music is popular.
九年级全一册U9,smooth,/smuːð/,平滑的；流畅的,The music sounds smooth.
九年级全一册U9,spare,/speə(r)/,空闲的；多余的,What do you do in your spare time?
九年级全一册U9,director,/dəˈrektə(r)/,导演,He is a famous film director.
九年级全一册U9,intelligent,/ɪnˈtelɪdʒənt/,聪明的；有智慧的,She is an intelligent student.
九年级全一册U9,pain,/peɪn/,疼痛；痛苦,He felt great pain.
九年级全一册U9,disease,/dɪˈziːz/,疾病；病,The disease spreads quickly.
九年级全一册U10,bow,/baʊ/,鞠躬,In Japan people bow.
九年级全一册U10,kiss,/kɪs/,吻；亲吻,They kiss each other on the cheek.
九年级全一册U10,greet,/ɡriːt/,问候；打招呼,He greeted me with a smile.
九年级全一册U10,relaxed,/rɪˈlækst/,放松的；自在的,He looks relaxed.
九年级全一册U10,value,/ˈvæljuː/,价值；重视,We value our friendship.
九年级全一册U10,capital,/ˈkæpɪtl/,首都,Beijing is the capital of China.
九年级全一册U10,knock,/nɒk/,敲；击,Please knock before entering.
九年级全一册U10,suggestion,/səˈdʒestʃən/,建议,Can you give me some suggestions?
九年级全一册U11,rather,/ˈrɑːðə(r)/,相当；宁愿,I would rather stay at home.
九年级全一册U11,fame,/feɪm/,名声；声誉,He seeks fame and wealth.
九年级全一册U11,pale,/peɪl/,苍白的；灰白的,You look pale.
九年级全一册U11,wealth,/welθ/,财富；富裕,Health is more important than wealth.
九年级全一册U11,king,/kɪŋ/,国王,The king lives in a palace.
九年级全一册U11,power,/ˈpaʊə(r)/,力量；权力,Knowledge is power.
九年级全一册U11,queen,/kwiːn/,女王；王后,The queen wore a crown.
